,year,month,type,sex,age,fatal,area,location,sum,latitude,longitude,link
444,1992,10,unprovoked,Male,unknown,No,new south wales,avalon beach,1.0,-33.6365039,151.3290299,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.10.15-Gannicott.pdf
445,1992,10,unprovoked,Male,28,Yes,queensland,"north point beach, moreton island",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.10.01-Docherty.pdf
446,1992,8,unprovoked,Male,17,No,south australia,"lipson cove, tumby bay",1.0,-34.26194,136.26056,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.08.25-Bates.pdf
447,1992,3,unprovoked,Male,17,No,victoria,point lonsdale,2.0,-38.2725073,144.6136725,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.03.10-Jepson.pdf
448,1992,2,unclear,Male,19,Missing,tasmania,"clifton beach, southwest of hobart",1.0,-42.8825088,147.3281233,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.02.09-Fitzpatrick.pdf
449,1992,1,unprovoked,Male,19,No,new south wales,tweed heads,2.0,-28.181708,153.5469621,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.01.29.a-Bayliss.pdf
450,1991,11,unprovoked,Male,14,No,western australia,"backbeach, halls head",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.11.00-Wittorff.pdf
451,1991,9,unprovoked,Male,19,Yes,south australia,"snapper point, aldinga beach, adelaide",1.0,-34.9281805,138.5999312,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.09.08-Lee.pdf
452,1991,8,provoked,Male,36,No,queensland,"on board the japanese longline trawler fukuya no.38, 100 nm northeast of brisbane",1.0,-27.4689682,153.0234991,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.08.30-fisherman.pdf
453,1991,3,unprovoked,Male,18,No,new south wales,bass point,1.0,-34.5983333,150.8844444,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.03.03-Puliak.pdf
454,1991,1,unprovoked,Male,35,No,queensland,mermaid waters,3.0,-28.0513,153.4191232,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.01.19-Sproule.pdf
455,1991,1,unprovoked,Male,unknown,No,western australia,scarborough,1.0,-31.8959841,115.7592114,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.01.09-Kenny.pdf
456,1991,1,unprovoked,Male,22,No,queensland,pelican banks near gladstone,1.0,-23.8431724,151.256132,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.01.00-Hodgson.pdf
457,1990,11,unprovoked,Male,26,No,queensland,nerang river,1.0,-28.1256947,153.2339733,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.11.28-Pignolet.pdf
458,1990,10,unprovoked,Male,26,No,queensland,mermaid waters,3.0,-28.0513,153.4191232,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.27-Coleman.pdf
459,1990,10,unprovoked,Male,unknown,No,south australia,goolwa beach,1.0,-35.5141519,138.76095556318342,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.25-Goolwa-Surfer.pdf
460,1990,5,unprovoked,Female,35,No,queensland,outer barrier reef near port douglas,2.0,-16.4845983,145.4636294,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.05.10.b-Sydney-woman.pdf
461,1990,5,unprovoked,Male,35,No,queensland,outer barrier reef near port douglas,2.0,-16.4845983,145.4636294,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.05.10.a-German-male.pdf
462,1990,4,unprovoked,Male,31,No,queensland,greenmount beach,2.0,-28.165847,153.5451851425658,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.09-Fleming.pdf
463,1990,4,unprovoked,Male,37,Yes,queensland,"dingo reef, 80 nm off townsville",1.0,-19.2569391,146.8239537,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.08-Bullen.pdf
464,1990,4,unprovoked,Male,unknown,No,queensland,fingal beach,3.0,-32.744241450000004,152.17092476663618,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.07-AmericanTourist.pdf
465,1990,4,unprovoked,Male,29,No,queensland,fingal beach,3.0,-32.744241450000004,152.17092476663618,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.06-TonyPatton.pdf
466,1989,12,unprovoked,Male,17,Missing,northern territory,gove peninsula near darwin,1.0,-12.46044,130.8410469,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.12.03-Johnson.pdf
467,1989,12,unclear,Male,27,Missing,queensland,fraser island,1.0,-25.24672,153.1468043687652,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.12.02-Preston.pdf
468,1989,11,unprovoked,Male,32,No,victoria,kilcunda,1.0,-38.5491802,145.4763722,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.11.22-White.pdf
469,1989,11,unprovoked,Male,10,No,queensland,mermaid waters,3.0,-28.0513,153.4191232,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.11.02-Fredriksen.pdf
470,1989,10,unprovoked,Female,31,No,northern territory,edith falls,1.0,-33.7211586,150.4773453,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.29.R-Kaesler.pdf
471,1989,10,unprovoked,Male,17,No,tasmania,shelly point ,1.0,-35.5437806,150.3920202,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.22-Jillet.pdf
472,1989,10,unprovoked,Male,unknown,Missing,victoria,"surfers point, phillip island",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.01-Benson.pdf
473,1989,8,provoked,Male,30,No,queensland,seaworld theme park,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.29-Richardson.pdf
474,1989,8,unprovoked,Male,17,No,new south wales,lennox head,4.0,-28.7910334,153.5878047,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.13-Guy.pdf
475,1989,8,provoked,Male,41,No,queensland,moreton bay,8.0,-27.2397819,153.2539994,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.08.06.R-Hislop.pdf
476,1989,3,unprovoked,Male,27,Yes,south australia,"waitpinga beach, near victor harbor, encounter bay",1.0,-35.57341,138.75155,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.03.09-Foale.pdf
477,1989,3,unclear,Male,unknown,No,western australia,near broome in roebuck bay,1.0,-17.9566909,122.2240181,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.03.04-Courtenay.pdf
478,1989,1,unprovoked,Male,17,No,new south wales,"half tide beach, evans head",1.0,-29.1174093,153.4312097,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.01.03-McGuire.pdf
479,1988,11,unprovoked,Male,17,Yes,queensland,"off north keppel island, off yeppoon",2.0,-23.1348035,150.7436625,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.11.08-BruceCoucom.pdf
480,1988,11,unprovoked,Male,62,Yes,queensland,"off north keppel island, off yeppoon",2.0,-23.1348035,150.7436625,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.11.07-CedricCoucom.pdf
481,1988,10,unprovoked,Male,38,No,victoria,phillip island,1.0,-38.5074036,145.18848037908447,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.22-Wonham.pdf
482,1988,10,unprovoked,Male,15,No,south australia,moama beach,1.0,-36.1206792,144.7517441,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.10.06-MurrayTaylor.pdf
483,1988,2,unclear,Missing,unknown,No,western australia,18 km west of bunbury,1.0,-33.3570421,115.6667402,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.02.12-Piggott boat.pdf
484,1988,1,unclear,Male,unknown,Missing,queensland,unknown,unknown,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.01.21-Chun.pdf
485,1988,0,unprovoked,Male,12,No,new south wales,sydney,10.0,-33.8548157,151.2164539,http://sharkattackfile.net/spreadsheets/pdf_directory/1988.00.00.c-Kwanten.pdf
486,1987,12,unclear,Female,17,Missing,new south wales,shoalhaven,1.0,-35.14181285,150.39164649482632,http://sharkattackfile.net/spreadsheets/pdf_directory/1987.12.13-Shoalhaven.pdf
487,1987,9,unprovoked,Male,47,Yes,south australia,"merino rocks, adelaide",1.0,-34.9281805,138.5999312,http://sharkattackfile.net/spreadsheets/pdf_directory/1987.09.18-Gibson.pdf
488,1987,5,provoked,Male,34,No,new south wales,unknown,unknown,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1987.05.06-Appleby.pdf
489,1987,3,unprovoked,Male,18,No,western australia,fourth beach / twilgth beach,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1987.03.30.b-Butcher.pdf
490,1987,1,unprovoked,Male,37,No,queensland,lizard island,3.0,-14.6683188,145.4609161,http://sharkattackfile.net/spreadsheets/pdf_directory/1987.01.06-Russo.pdf
491,1986,10,unprovoked,Missing,unknown,Missing,western australia,"direction island, cocos islands",1.0,-12.09075025,96.87750104570765,http://sharkattackfile.net/spreadsheets/pdf_directory/1986.10.01-NV-Crawford.pdf
492,1986,8,unprovoked,Female,unknown,No,new south wales,"north head, sydney harbour",2.0,-33.8548157,151.2164539,http://sharkattackfile.net/spreadsheets/pdf_directory/1986.08.03-Bowen-Jones.pdf
493,1986,7,unclear,Missing,unknown,No,western australia,3 km west of rottnest island,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1986.07.26-boat-Anderton.pdf
494,1986,5,unprovoked,Male,unknown,No,new south wales,"north head, sydney harbour",2.0,-33.8548157,151.2164539,http://sharkattackfile.net/spreadsheets/pdf_directory/1986.05.18-Neumann.pdf
495,1986,2,unprovoked,Male,29,No,victoria,jan juc beach,1.0,-38.347404850000004,144.30644801557804,http://sharkattackfile.net/spreadsheets/pdf_directory/1986.02.01-Adams.pdf
496,1985,11,provoked,Male,unknown,No,queensland,gladstone,2.0,-23.8431724,151.256132,http://sharkattackfile.net/spreadsheets/pdf_directory/1985.11.11-Lynch.pdf
497,1985,3,unprovoked,Female,33,Yes,south australia,"wisemans beach, peake bay, port lincoln",1.0,-34.7284175,135.8563199414681,http://sharkattackfile.net/spreadsheets/pdf_directory/1985.03.03-Durdin.pdf
498,1984,11,unprovoked,Male,16,Yes,queensland,1 km off black's beach,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1984.11.30-NicholasBos.pdf
499,1984,3,unprovoked,Missing,unknown,Missing,western australia,coral bay,3.0,-23.1436752,113.770165,http://sharkattackfile.net/spreadsheets/pdf_directory/1984.03.01-NV-Greenwood.pdf
500,1984,2,unprovoked,Male,27,No,queensland,derwent island,1.0,-20.986171499999998,149.78575811788687,http://sharkattackfile.net/spreadsheets/pdf_directory/1984.02.11-Pearce.pdf
501,1983,12,unprovoked,Male,48,No,south australia,"dangerous reef, south neptune island",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.12.24-Williams.pdf
502,1983,7,unprovoked,Female,21,Yes,queensland,"off lodestone reef, great barrier reef, north of townsville",3.0,-19.2569391,146.8239537,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.07.26-Horton.pdf
503,1983,7,unprovoked,Male,24,Yes,queensland,"off lodestone reef, great barrier reef, north of townsville",3.0,-19.2569391,146.8239537,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.07.25.b-Murphy.pdf
504,1983,7,unprovoked,Male,28,No,queensland,"off lodestone reef, great barrier reef, north of townsville",3.0,-19.2569391,146.8239537,http://sharkattackfile.net/spreadsheets/pdf_directory/1983.07.25.a-Boundy.pdf
505,1982,3,unprovoked,Male,20,Yes,new south wales,"tallow beach, byron bay",3.0,-28.669747299999997,153.62080870521265,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.03.07-AllenFord.pdf
506,1982,2,unprovoked,Male,32,Yes,tasmania,south cape bay,2.0,-43.6212171,146.794109,http://sharkattackfile.net/spreadsheets/pdf_directory/1982.02.28-Talen.pdf
507,1981,12,unprovoked,Missing,unknown,No,queensland,green island,3.0,-43.1974115,147.29057313323517,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.12.13.b-NV-ZolaDale.pdf
508,1981,2,unprovoked,Male,unknown,No,western australia,"leighton beach, north of freemantle",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.02.16-Fawcett.pdf
509,1981,2,unprovoked,Missing,unknown,Missing,western australia,"parker's point, rottnest island",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.02.07-NV-Filmer.pdf
510,1981,0,unprovoked,Male,27,No,new south wales,byron bay,4.0,-28.6483333,153.6177778,http://sharkattackfile.net/spreadsheets/pdf_directory/1981.00.00.b-Rowe.pdf
511,1980,11,unprovoked,Male,unknown,No,western australia,lancelin,1.0,-31.0225285,115.3301909,http://sharkattackfile.net/spreadsheets/pdf_directory/1980.11.18-Bohan.pdf
512,1979,9,unprovoked,Male,18,No,new south wales,byron bay,4.0,-28.6483333,153.6177778,http://sharkattackfile.net/spreadsheets/pdf_directory/1979.09.14-Oliver.pdf
513,1978,12,unprovoked,Male,unknown,No,queensland,bribie island,1.0,-26.9886055,153.132733,http://sharkattackfile.net/spreadsheets/pdf_directory/1978.12.29-Brown.pdf
514,1978,9,unprovoked,Male,34,No,tasmania,"cape pillar, storm bay",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1978.09.02.R-Scott.pdf
515,1978,4,unprovoked,Male,unknown,No,tasmania,beechford,1.0,-41.0275491,146.9513643,http://sharkattackfile.net/spreadsheets/pdf_directory/1978.04.00-Wrankmore.pdf
516,1977,8,unprovoked,Male,17,No,south australia,"cactus beach, near ceduna",1.0,-32.1483706,134.09672159341682,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.08.31-Horley.pdf
517,1977,8,unprovoked,Male,25,Yes,queensland,"buddina beach, south of noosa",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.08.23-Walter.pdf
518,1977,5,unclear,Male,unknown,Missing,queensland,southport,2.0,-27.9687807,153.4066696,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.05.16-NV-Gibbs.pdf
519,1977,4,unprovoked,Male,unknown,No,queensland,tallebudgera,1.0,-28.1401272,153.428695,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.04.26-Jones.pdf
520,1977,3,unprovoked,Male,32,No,queensland,near moreton island in moreton bay,3.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.03.13.c-Harrison.pdf
521,1977,3,unprovoked,Male,74,Yes,queensland,near moreton island in moreton bay,3.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.03.13.b-Beaver.pdf
522,1977,3,unprovoked,Male,45 ,Yes,queensland,near moreton island in moreton bay,3.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.03.13.a-Hayes.pdf
523,1977,2,unprovoked,Male,24,No,new south wales,"kingscliffe beach, south of tweed heads",2.0,-28.181708,153.5469621,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.02.26-Howard.pdf
524,1977,2,unclear,Male,unknown,Missing,victoria,sorrento back beach,1.0,-38.3457059,144.7247571,http://sharkattackfile.net/spreadsheets/pdf_directory/1977.02.04-Sorrento.pdf
525,1976,12,unprovoked,Male,unknown,No,queensland,caloundra,1.0,-26.7981633,153.1354434,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.12.29-Archall.pdf
526,1976,11,unclear,Missing,unknown,Missing,queensland,southport bar,1.0,-27.9687807,153.4066696,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.11.26-NV-vanRyseen.pdf
527,1976,9,unprovoked,Male,27,No,south australia,"point lowly, north of whyalla",1.0,-32.994316749999996,137.78067011482977,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.09.19-Richardson.pdf
528,1976,6,unclear,Female,unknown,No,queensland,off stradbroke island,2.0,-38.2792537,146.9148354,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.06.01-McMillan.pdf
529,1976,1,unprovoked,Female,unknown,No,queensland,harvey bay,1.0,-33.15052,115.91696031342174,http://sharkattackfile.net/spreadsheets/pdf_directory/1976.01.12-Evler.pdf
530,1975,12,unclear,Missing,unknown,No,south australia,glenelg,3.0,-34.9803673,138.5143342,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.12.29-RescueBoat.pdf
531,1975,12,provoked,Male,35,No,new south wales,"porpoise pool, tweed heads",1.0,-28.181708,153.5469621,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.12.02-Strand.pdf
532,1975,11,unprovoked,Male,20,No,new south wales,"queenscliff, sydney",1.0,-33.7823916,151.2854011,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.11.19.b-Cole.pdf
533,1975,11,unprovoked,Male,unknown,No,queensland,lookout point,1.0,-30.4105598,145.0907719,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.11.07-Haig.pdf
534,1975,10,unprovoked,Male,20,No,new south wales,"lennox head, ballina",2.0,-28.7910334,153.5878047,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.10.12-Neale.pdf
535,1975,7,unprovoked,Male,37,Yes,tasmania,"fluted cape, bruny island",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.07.30.a-Slack.pdf
536,1975,7,unprovoked,Male,21,No,queensland,maroochydore,1.0,-26.6556523,153.0946684,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.07.26.a-Grace.pdf
537,1975,7,provoked,Male,29,No,western australia,"15 km north of lancelin, north of perth",1.0,-31.9527121,115.8604796,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.07.05-DennisThompson.pdf
538,1975,3,unprovoked,Female,unknown,No,queensland,mornington island,1.0,-16.5625647,139.34064086040513,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.03.18-MorningtonIsland.pdf
539,1975,3,provoked,Missing,18,No,queensland,southport aquarium,1.0,-27.9687807,153.4066696,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.03.13-Hookway.pdf
540,1975,2,unprovoked,Male,12,Yes,south australia,(point sinclair) penong,1.0,-31.9315122,133.0065803,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.02.10-Shipard.pdf
541,1975,2,unprovoked,Male,45,No,victoria,anglesea,1.0,-38.4051948,144.188958,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.02.09-Lear.pdf
542,1975,2,unprovoked,Male,unknown,No,queensland,currumbin rock,2.0,-28.125399350000002,153.48649452946262,http://sharkattackfile.net/spreadsheets/pdf_directory/1975.02.07-Worman.pdf
543,1975,1,unprovoked,Male,17,Yes,south australia,coffin bay,1.0,-34.6211018,135.4632303,unknown
544,1974,12,unprovoked,Missing,32,No,western australia,geographe bay,1.0,-33.57334,115.2648,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.12.10-Allen.pdf
545,1974,9,unprovoked,Male,30,No,queensland,"junpinpin, off stradbroke island",1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.09.01-Treveuwe.pdf
546,1974,1,unprovoked,Male,26,Yes,south australia,streaky bay,4.0,-32.73812475,134.6157553886796,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.01.09-Manuel.pdf
547,1974,0,unprovoked,Male,unknown,No,western australia,emu channel,1.0,unknown,unknown,http://sharkattackfile.net/spreadsheets/pdf_directory/1974.00.00.b-Tunbridge.pdf
548,1973,11,unprovoked,Missing,unknown,No,western australia,swan river,2.0,-31.9319845,115.9190544,http://sharkattackfile.net/spreadsheets/pdf_directory/1973.11.25-Copley.pdf
